ID,Proiect,Categorie,Tip,Fisier,Ce_face,Status,Venit_EUR,Efort_ore,Actualizare
IDEA-132,INSOLVENCY REAL ESTATE LEADS,PRODUS,cod,-,→ contopita in IDEA-036,MERGED,,8,2026-04-18
IDEA-133,API MARKETPLACE BUNDLE,PRODUS,cod,-,→ contopita in IDEA-014,MERGED,,20,2026-04-18
IDEA-134,FRANCHISE TERRITORY RIGHTS,PRODUS,plan,-,Vinde drepturi exclusive pe teritoriu: singurul agent InterJob in [judet/tara]. EUR 2000-5000/an/teritoriu. 10 teritorii = EUR 20K-50K,PLANIFICAT,20000-50000/an,5,2026-04-14
IDEA-135,AUTOMATED PROPOSAL WRITER,PRODUS,cod,-,→ contopita in IDEA-077,MERGED,,15,2026-04-18
IDEA-136,AMAZON KDP PRINT CATALOGS,PRODUS,cod,-,→ contopita in IDEA-046,MERGED,,15,2026-04-18
IDEA-137,BOOK PUBLISHER SKILL,PRODUS,cod,-,→ contopita in IDEA-046,MERGED,,20,2026-04-18
IDEA-138,BLACK CARD BOOKS 40 STEPS,CERCETARE,plan,-,Gaseste programul 40 pasi Gerry Robert (Black Card Books) pt publicare carti. Aplica la cataloagele noastre: positioning+pricing+marketing+distribution. Transforma datele in autoritate de nisa,CERCETARE,multiplicator vanzari,5,2026-04-15
IDEA-139,DATACENTER HEAT RECOVERY,INFRASTRUCTURA,plan,DATACENTERS/,Punct termic Titan S3 → 20-rack datacenter → waste heat → residential blocks. First in CEE. CapEx €247K (€99K cu EU funding). Anchor: Digi edge nodes. Tech partner: Cloud&Heat DE. EU funding: ELENA+Fondul Modernizare+REPowerEU. Start broker then invest.,PLANIFICAT,64000/an profit,40,2026-04-15
IDEA-140,TUDOR PRINTING HOUSE,PRODUS,cod,D:\MEMORY\PRINTING\CLAUDE.md,"Print-on-demand SaaS: customers upload PDF + cover → we submit to Lulu API → auto-prints+ships. 46% margin (customer pays EUR 15, Lulu costs EUR 8, we keep EUR 7). White-label storefront + author dashboard + ISBN integration",PLANIFICAT,7000-21000/luna,40,2026-04-16
IDEA-141,WORKFORCE EXCHANGE,PRODUS,cod,/opt/ACTIVE/WORKFORCE/,ANOFM + TED + master_emails angajatori primesc pitch cu 3 sample workers din master_applicants.db (758). Platesc 299 EUR/angajare reusita. Cron 09:00 zilnic 100 emailuri. Sender: office@careworkers.eu,ARHIVAT,28000+/luna,60,2026-04-16
IDEA-142,PRIMARII CAMPAIGN BOGDAN,CAMPANIE,cod,BUSINESS/BOGDAN GAVRA/,3030 primarii RO cu email+telefon+partid. Brevo 50/day A/B 3 subiecte. Echipamente loc de joaca AVP Park. Comision Bogdan per vanzare 150-400 EUR/unitate.,PLANIFICAT,3000-15000/luna,4,2026-04-18
IDEA-143,SICAP PROCUREMENT MONITOR,PRODUS,cod,BUSINESS/BOGDAN GAVRA/,Scrape e-licitatie.ro CPV 37535200 saptamanal. Alert Bogdan cand apare licitatie noua echipamente loc de joaca. First mover advantage.,PLANIFICAT,indirect,8,2026-04-18
IDEA-144,HEATMAP AUTO-LAUNCH,AUTOMATIZARE,cod,EMAIL PERSONAL/CODE/step46,Dupa heatmap (step46): auto-genereaza CSV campanie pentru top 3 sector x country si trimite la raspibig pt trimitere imediata. Zero pasi manuali.,PLANIFICAT,accelerator campanii,3,2026-04-18
IDEA-145,INSOLVENCY DISTRESSED ALERTS GUMROAD,PRODUS,plan,INSOLVENTA/,→ contopita in IDEA-001,MERGED,,8,2026-04-18
IDEA-146,COOP MEMBER REGISTRY DIGITAL,PRODUS,cod,BUSINESS/COOP/,"SQLite/Postgres + FastAPI + HTML: registru membri cooperativa. Add member, track documente semnate, export PDF adeziune pre-completat cu date ANAF.",PLANIFICAT,intern/tool,12,2026-04-18
IDEA-147,COOP BUYER OUTREACH HORECA,CAMPANIE,date,BUSINESS/COOP/,→ contopita in IDEA-011,MERGED,,6,2026-04-18
IDEA-148,TED WINNERS CSV GUMROAD,PRODUS,plan,IDEAS/GUMROAD/,→ contopita in IDEA-001,MERGED,,4,2026-04-18
IDEA-149,EU PROCUREMENT NEWSLETTER,PRODUS,plan,IDEAS/,→ contopita in IDEA-068,MERGED,,10,2026-04-18
IDEA-150,CIFN ENGLISH API TIER,PRODUS,cod,CIFN.EU/,Wrap CIFN API cu documentatie engleza + Stripe payment. 49-99 EUR/luna. Termene.ro n-are concurent in engleza. Moat imediat.,PLANIFICAT,2000-8000/luna,16,2026-04-18
IDEA-151,COUNTY PRIORITIZATION BOGDAN,ANALIZA,sql,BUSINESS/BOGDAN GAVRA/,Cross-ref primarii cu contracte SICAP trecute: care judete au cumparat echipamente joaca? PSD majority = mai probabil aprobare infrastructura. Coloana partid deja existenta.,PLANIFICAT,optimizare campanie,2,2026-04-18
IDEA-152,CATALOG PDF AUTO-GENERATOR BOGDAN,PRODUS,cod,BUSINESS/BOGDAN GAVRA/,→ contopita in IDEA-046,MERGED,,8,2026-04-18
IDEA-153,APIA INTEGRATION COOP,AUTOMATIZARE,cod,BUSINESS/COOP/,Validare CUI membri cooperativa vs ANAF API. Pre-fill formulare adeziune cu date registru public. Economiseste 30 min per membru nou.,PLANIFICAT,intern/eficienta,6,2026-04-18
IDEA-154,FARM DISTRESSED SALES PLATFORM,PRODUS,cod,BUSINESS/IDEAS/REAL ESTATE WITH FARMS AND AGRI/,Platforma RE agricola pentru investitori: alerte saptamanale ferme vandute fortat (insolventa + licitatii silite BPI) + 9658+ listari teren MADR x 36 judete + catalog PDF 50+ ferme + broker achizitie investitori NO/FI/NL (comision 2-3%). Tiers: EUR 29-299/luna date + EUR 2-3% broker.,PLANIFICAT,500-3000/luna,21,2026-04-18
IDEA-155,AGRI LAND MARKETPLACE,PRODUS,cod,BUSINESS/IDEAS/REAL ESTATE WITH FARMS AND AGRI/,→ contopita in IDEA-070,MERGED,,14,2026-04-18
IDEA-156,FOREIGN INVESTOR FARM ACQUISITION,SERVICIU,plan,BUSINESS/IDEAS/REAL ESTATE WITH FARMS AND AGRI/,→ contopita in IDEA-154,MERGED,,21,2026-04-18
IDEA-157,AGRI BUSINESS DISTRESS MONITOR,PRODUS,cod,BUSINESS/IDEAS/REAL ESTATE WITH FARMS AND AGRI/,SaaS B2B: banci+PE+cooperative platesc early warning ferme in dificultate. Surse: ANAF bilant + insolventa DB + APIA subsidii. EUR 299-999/luna/client.,PLANIFICAT,3000-10000/luna,21,2026-04-18
IDEA-158,MADR LAND AUCTION SCRAPER,AUTOMATIZARE,cod,BUSINESS/IDEAS/REAL ESTATE WITH FARMS AND AGRI/,Scrape madr.ro licitatii terenuri stat saptamanal → Telegram alert → cumparatori interesati. Date MADR VANZARE TEREN deja in D:\DATA\. Free list + EUR 49/luna tier premium.,PLANIFICAT,500-2000/luna,3,2026-04-18
IDEA-159,FARM INVESTOR PDF CATALOG GUMROAD,PRODUS,plan,BUSINESS/IDEAS/REAL ESTATE WITH FARMS AND AGRI/,→ contopita in IDEA-154,MERGED,,2,2026-04-18
IDEA-160,SEAP BIDDING ASSISTANT LIVE,PRODUS,cod,BUSINESS/IDEAS/SEAP_BIDDING_ASSISTANT/,"Scraper SEAP Romania (e-licitatie.ro) + writer propuneri licitatii bazat pe 6.2M contracte TED + date SEAP. CLI: bid_writer.py --cpv --title --buyer --value → propunere romana cu preturi realiste. API FastAPI port 5077. EUR 200-500/propunere + 5% success fee.",ACTIV,5000-20000/luna,15,2026-04-18
IDEA-161,NEPALEZI DOFE PARTNER,SERVICIU,plan,BUSINESS/IDEAS/NEPALEZI/,"Parteneriat oficial DoFE Nepal pentru plasare muncitori nepalezi in Romania. Canal legal exclusiv: angajator/agent roman aprobat DoFE = flux constant muncitori. Servicii: reality check salariu (date DB), verificare angajator, curs romana basic Gumroad, coordonare documente. 20K nepalezi deja in RO, creste rapid.",PLANIFICAT,variabil/plasare,20,2026-04-18
