ID,Proiect,Categorie,Tip,Fisier,Ce_face,Status,Venit_EUR,Efort_ore,Actualizare
IDEA-121,LINKEDIN SCRAPER SERVICE,SERVICIU,cod,-,"Imbogatire profil angajati + decision-makers pt agentii. EUR 0.10/profil. 50K profile/luna = EUR 5000",PLANIFICAT,5000/luna,15,2026-04-14
IDEA-122,SMS CAMPAIGNS,CAMPANIE,cod,-,"SMS bulk via Twilio EUR 0.04/sms. Charge EUR 0.15/sms. Open rate 95%. 10K sms/campanie = EUR 1100 profit. Numere telefon in DB",PLANIFICAT,3000-10000/luna,8,2026-04-14
IDEA-123,WEBSITE BUILDER AGENCIES,SERVICIU,cod,-,"Clone site-uri .eu pt agentii recrutare. EUR 500 setup + EUR 50/luna hosting A2. 20 agentii = EUR 10K + EUR 1K/luna recurent",PLANIFICAT,1000-2000/luna+setup,10,2026-04-14
IDEA-124,PROCUREMENT INTELLIGENCE,PRODUS,cod,-,"Newsletter saptamanal licitatii pe sector. 5.1M tenders + TED + SEAP. Firme constructii platesc EUR 99/luna. Automat din DB",PLANIFICAT,3000-10000/luna,10,2026-04-14
IDEA-125,DEBT COLLECTION LEADS,PRODUS,plan,-,"222K insolvente = debitori verificati. Agentii colectare platesc EUR 1-5/lead. 1000 leads/luna = EUR 1K-5K",PLANIFICAT,1000-5000/luna,3,2026-04-14
IDEA-126,SEASONAL WORKER INSURANCE,PARTENERIAT,plan,-,"Parteneriat asigurator. Fiecare plasare = polita. Comision EUR 50-100/polita. 500 plasari/an = EUR 25K-50K",PLANIFICAT,25000-50000/an,3,2026-04-14
IDEA-127,COUNTY ECONOMIC REPORTS,PRODUS,cod,-,"Rapoarte automate: companii noi + insolvente + angajari + top sectoare per judet. EUR 200/raport/trimestru. 42 judete x 4 = EUR 33600/an",PLANIFICAT,33600/an,12,2026-04-14
IDEA-128,COMPETITOR MONITORING,PRODUS,cod,-,"Client da 5 CUI concurenti → track SEAP contracte + ANAF schimbari + risc insolventa + angajari. EUR 99/luna. Date deja in DB",PLANIFICAT,2000-8000/luna,10,2026-04-14
IDEA-129,TRAINING PROVIDER MARKETPLACE,PRODUS,plan,-,"Muncitori au nevoie certificari (sudura/schele/stivuitor). Centru training au nevoie cursanti. Comision EUR 50-100/inscriere. 100/luna = EUR 5K-10K",PLANIFICAT,5000-10000/luna,15,2026-04-14
IDEA-130,EMBASSY PARTNERSHIPS,PARTENERIAT,plan,-,"Ambasade RO in NO/FI/DK/DE primesc zilnic intrebari 'unde gasesc muncitori'. Devino referral oficial. Gratis pt ei. 20 ambasade = 20 canale",PLANIFICAT,referrals gratuite,5,2026-04-14
IDEA-131,CORPORATE RELOCATION PACKAGE,SERVICIU,plan,-,"Firma muta 50 muncitori in NO. Tu faci tot: documente + cazare + transport + asigurare. EUR 500/muncitor. Un deal corporat = EUR 25000",PLANIFICAT,25000/deal,10,2026-04-14
IDEA-132,INSOLVENCY REAL ESTATE LEADS,PRODUS,cod,-,"Firme insolvente = proprietati vandute fortat. Extrage adrese din BPI. Vinde la investitori imobiliari. EUR 5-20/lead. 500/luna = EUR 2500-10000",PLANIFICAT,2500-10000/luna,8,2026-04-14
IDEA-133,API MARKETPLACE BUNDLE,PRODUS,cod,-,"5 API-uri pe RapidAPI: ANAF lookup + email validator + company search + CV parser + insolventa check. EUR 0.01-0.50/call. 100K calls/luna = EUR 5K-15K",PLANIFICAT,5000-15000/luna,20,2026-04-14
IDEA-134,FRANCHISE TERRITORY RIGHTS,PRODUS,plan,-,"Vinde drepturi exclusive pe teritoriu: singurul agent InterJob in [judet/tara]. EUR 2000-5000/an/teritoriu. 10 teritorii = EUR 20K-50K",PLANIFICAT,20000-50000/an,5,2026-04-14
IDEA-135,AUTOMATED PROPOSAL WRITER,PRODUS,cod,-,"Firma vede licitatie SEAP/TED → LLM scrie draft propunere. EUR 50-200/propunere. 100/luna automat = EUR 5K-20K. Qwen poate face asta",PLANIFICAT,5000-20000/luna,15,2026-04-14
IDEA-136,AMAZON KDP PRINT CATALOGS,PRODUS,cod,-,"Cataloage tiparite pe Amazon KDP: joburi/angajatori/oportunitati/proiecte UE. Tu ai datele + Playwright PDF. Amazon printeaza+livreaza. EUR 15-49/carte. Pasiv dupa publicare. Niche: agentii recrutare + investitori + fermieri",PLANIFICAT,2000-10000/luna,15,2026-04-15
IDEA-137,BOOK PUBLISHER SKILL,PRODUS,cod,-,"Skill Claude sau program independent: data(CSV/JSON/PostgreSQL) → Jinja2 template → Playwright PDF → Amazon KDP format (trim size+bleed+ISBN). One-click publish. Reusable pt orice tip de catalog/carte",PLANIFICAT,tool intern+vanzare,20,2026-04-15
IDEA-138,BLACK CARD BOOKS 40 STEPS,CERCETARE,plan,-,"Gaseste programul 40 pasi Gerry Robert (Black Card Books) pt publicare carti. Aplica la cataloagele noastre: positioning+pricing+marketing+distribution. Transforma datele in autoritate de nisa",CERCETARE,multiplicator vanzari,5,2026-04-15
IDEA-139,DATACENTER HEAT RECOVERY,INFRASTRUCTURA,plan,DATACENTERS/,"Punct termic Titan S3 → 20-rack datacenter → waste heat → residential blocks. First in CEE. CapEx €247K (€99K cu EU funding). Anchor: Digi edge nodes. Tech partner: Cloud&Heat DE. EU funding: ELENA+Fondul Modernizare+REPowerEU. Start broker then invest.",PLANIFICAT,64000/an profit,40,2026-04-15
IDEA-140,TUDOR PRINTING HOUSE,PRODUS,cod,D:\MEMORY\PRINTING\CLAUDE.md,"Print-on-demand SaaS: customers upload PDF + cover → we submit to Lulu API → auto-prints+ships. 46% margin (customer pays EUR 15, Lulu costs EUR 8, we keep EUR 7). White-label storefront + author dashboard + ISBN integration",PLANIFICAT,7000-21000/luna,40,2026-04-16
IDEA-141,WORKFORCE EXCHANGE,PRODUS,cod,/opt/ACTIVE/WORKFORCE/,"ANOFM + TED + master_emails angajatori primesc pitch cu 3 sample workers din master_applicants.db (758). Platesc 299 EUR/angajare reusita. Cron 09:00 zilnic 100 emailuri. Sender: office@careworkers.eu",ARHIVAT,28000+/luna,60,2026-04-16
IDEA-142,PRIMARII CAMPAIGN BOGDAN,CAMPANIE,cod,BUSINESS/BOGDAN GAVRA/,"3030 primarii RO cu email+telefon+partid. Brevo 50/day A/B 3 subiecte. Echipamente loc de joaca AVP Park. Comision Bogdan per vanzare 150-400 EUR/unitate.",PLANIFICAT,3000-15000/luna,4,2026-04-18
IDEA-143,SICAP PROCUREMENT MONITOR,PRODUS,cod,BUSINESS/BOGDAN GAVRA/,"Scrape e-licitatie.ro CPV 37535200 saptamanal. Alert Bogdan cand apare licitatie noua echipamente loc de joaca. First mover advantage.",PLANIFICAT,indirect,8,2026-04-18
IDEA-144,HEATMAP AUTO-LAUNCH,AUTOMATIZARE,cod,EMAIL PERSONAL/CODE/step46,"Dupa heatmap (step46): auto-genereaza CSV campanie pentru top 3 sector x country si trimite la raspibig pt trimitere imediata. Zero pasi manuali.",PLANIFICAT,accelerator campanii,3,2026-04-18
IDEA-145,INSOLVENCY DISTRESSED ALERTS GUMROAD,PRODUS,plan,INSOLVENTA/,"Export lunar insolventa CSV pe sector -> PDF -> Gumroad. 1M records insolventa disponibile. 1 zi build. Concurenta: Coface/CreditSafe 3-10K EUR/an.",PLANIFICAT,800-2400/luna,8,2026-04-18
IDEA-146,COOP MEMBER REGISTRY DIGITAL,PRODUS,cod,BUSINESS/COOP/,"SQLite/Postgres + FastAPI + HTML: registru membri cooperativa. Add member, track documente semnate, export PDF adeziune pre-completat cu date ANAF.",PLANIFICAT,intern/tool,12,2026-04-18
IDEA-147,COOP BUYER OUTREACH HORECA,CAMPANIE,date,BUSINESS/COOP/,"30K hoteluri EU + contacte retail din DB. Filtreaza RO, match categorii food. Campanie produse romanesti cooperative -> leaduri HORECA.",PLANIFICAT,5000-20000/luna,6,2026-04-18
IDEA-148,TED WINNERS CSV GUMROAD,PRODUS,plan,IDEAS/GUMROAD/,"Slice ted_awards 1.57M rows pe tara+sector -> CSV curat -> listing Gumroad 49-79 EUR one-time. 1 script + 30 min setup. Venit pasiv imediat.",PLANIFICAT,500-3000/luna,4,2026-04-18
IDEA-149,EU PROCUREMENT NEWSLETTER,PRODUS,plan,IDEAS/,"Newsletter saptamanal: proiecte EBRD noi, top CPV TED, insolventa constructii. Substack free tier. Lead -> abonament API. Anchor: Mercell 5-15K EUR/an.",PLANIFICAT,multiplicator leaduri,10,2026-04-18
IDEA-150,CIFN ENGLISH API TIER,PRODUS,cod,CIFN.EU/,"Wrap CIFN API cu documentatie engleza + Stripe payment. 49-99 EUR/luna. Termene.ro n-are concurent in engleza. Moat imediat.",PLANIFICAT,2000-8000/luna,16,2026-04-18
IDEA-151,COUNTY PRIORITIZATION BOGDAN,ANALIZA,sql,BUSINESS/BOGDAN GAVRA/,"Cross-ref primarii cu contracte SICAP trecute: care judete au cumparat echipamente joaca? PSD majority = mai probabil aprobare infrastructura. Coloana partid deja existenta.",PLANIFICAT,optimizare campanie,2,2026-04-18
IDEA-152,CATALOG PDF AUTO-GENERATOR BOGDAN,PRODUS,cod,BUSINESS/BOGDAN GAVRA/,"AVP Park imagini+specificatii -> PDF oferta personalizata per tier populatie. Rural <5K pop = pachet ECONOMIC, oras 5-20K = STANDARD. Atasament in email.",PLANIFICAT,rata conversie +30%,8,2026-04-18
IDEA-153,APIA INTEGRATION COOP,AUTOMATIZARE,cod,BUSINESS/COOP/,"Validare CUI membri cooperativa vs ANAF API. Pre-fill formulare adeziune cu date registru public. Economiseste 30 min per membru nou.",PLANIFICAT,intern/eficienta,6,2026-04-18
IDEA-154,FARM DISTRESSED SALES ALERTS,PRODUS,cod,BUSINESS/IDEAS/REAL ESTATE WITH FARMS AND AGRI/,"Cross-ref insolventa DB (CAEN 0111-0150 agri) cu BPI licitatii silite. Email saptamanal investitori: ferma X ha judetul Y, licitatie EUR Z, piata EUR 2Z. Date deja in DB.",PLANIFICAT,500-3000/luna,5,2026-04-18
IDEA-155,AGRI LAND MARKETPLACE,PRODUS,cod,BUSINESS/IDEAS/REAL ESTATE WITH FARMS AND AGRI/,"Site listing terenuri/ferme vanzare: agregat din MADR licitatii + BPI vanzari silite + submissions. Monetizare EUR 99/listing sau EUR 200-500/lead cumparator. Domain farmworkers.eu/land/ posibil.",PLANIFICAT,2000-10000/luna,14,2026-04-18
IDEA-156,FOREIGN INVESTOR FARM ACQUISITION,SERVICIU,plan,BUSINESS/IDEAS/REAL ESTATE WITH FARMS AND AGRI/,"Broker achizitie ferme pentru investitori NO/FI/NL. Romania = teren arabil cel mai ieftin UE (EUR 2K-8K/ha vs EUR 30K NO). Comision 2-3% din tranzactie. Canal existent: buildjobs.eu/no/ Norway audience.",PLANIFICAT,4000-15000/tranzactie,21,2026-04-18
IDEA-157,AGRI BUSINESS DISTRESS MONITOR,PRODUS,cod,BUSINESS/IDEAS/REAL ESTATE WITH FARMS AND AGRI/,"SaaS B2B: banci+PE+cooperative platesc early warning ferme in dificultate. Surse: ANAF bilant + insolventa DB + APIA subsidii. EUR 299-999/luna/client.",PLANIFICAT,3000-10000/luna,21,2026-04-18
IDEA-158,MADR LAND AUCTION SCRAPER,AUTOMATIZARE,cod,BUSINESS/IDEAS/REAL ESTATE WITH FARMS AND AGRI/,"Scrape madr.ro licitatii terenuri stat saptamanal → Telegram alert → cumparatori interesati. Date MADR VANZARE TEREN deja in D:\DATA\. Free list + EUR 49/luna tier premium.",PLANIFICAT,500-2000/luna,3,2026-04-18
IDEA-159,FARM INVESTOR PDF CATALOG GUMROAD,PRODUS,plan,BUSINESS/IDEAS/REAL ESTATE WITH FARMS AND AGRI/,"'50 Romanian Farms for Sale 2026' PDF curat din BPI+MADR+RE sites. EUR 29-49 Gumroad. Update trimestrial. Pattern catalog deja construit (CATALOG_PDF_BOGDAN). Brand farmworkers.eu.",PLANIFICAT,500-2000/luna,2,2026-04-18
